settlement_id,payment_id,merchant_reference,customer_id,gross_amount,fee,tax,net_amount,settlement_date,settlement_status
SET_9a4ffc0c-9165-42ed-8c63-6e95025f5543,pay_1327f1bc-2784-478f-b84f-16b3a79fbfaf,ORD00419,CUST0233,35083.75,701.68,126.3,34255.77,2026-06-09 13:35:35,settled
SET_55c551fc-fba5-4cc8-adaf-37661b780ede,pay_43d88870-f81d-4aa1-8812-0a8e78308930,MER-ORD00420,CUST0030,7074.87,141.5,25.47,6907.9,2026-01-18 10:50:31,settled
SET_a42d0cd7-fd35-4f6a-b450-388748d90846,pay_65c17795-b155-46bc-9f8d-ed9756abf2f1,ORD00421,CUST0078,49796.78,995.94,179.27,48621.57,2026-02-16 02:19:16,settled
SET_e3a68a70-7e71-4b55-8639-bd418b15bd94,pay_541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,ORD00422,CUST0025,11816.52,236.33,42.54,11537.65,2026-07-29 18:17:51,settled
SET_811414f8-d9df-4d0e-a25a-ed6cf0458043,pay_889b78d5-dbfd-497e-aca2-b148da330aa1,ORD00423,CUST0035,19493.43,389.87,70.18,19033.38,2026-05-27 02:04:40,settled
SET_cf0e6d2b-315c-467a-85d8-a6ad77d0359e,pay_a075e927-5110-4492-b442-7e0b61484bb3,ORD00424,CUST0172,47474.1,949.48,170.91,46353.71,2026-07-31 18:57:32,settled
SET_bb2aa146-2999-494c-94a7-b69b1cd66b09,pay_7cea2045-c268-483e-a32f-2e63b7fddd71,ORD00425,CUST0108,29408.28,588.17,105.87,28714.24,2026-03-05 00:15:28,settled
SET_b7f60cdf-41dc-4c60-a5f6-0735757b6b29,pay_9e11d2cd-0930-4ef6-8a80-068ddf547e50,ORD00426,CUST0227,20802.74,416.05,74.89,20311.8,2026-02-09 10:56:54,settled
SET_564cfbd2-bc92-4d81-839b-058c2faabe0b,pay_af34cf65-a193-44b2-bc19-e71d118405ad,ORD00427,CUST0214,24518.42,490.37,88.27,23939.78,2026-06-11 11:54:56,settled
SET_aca58d95-915a-4c30-8b86-b5a1ca6fbff8,pay_3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,ORD00428,CUST0241,47580.92,951.62,171.29,46458.01,2026-01-14 16:56:16,settled
SET_9c678393-2ced-4c0d-b173-04b5c1dd484a,pay_fa745761-6f18-4108-9723-199dbf2c14a0,ORD00429,CUST0177,18589.44,371.79,66.92,18150.73,2026-06-23 04:37:47,settled
SET_67ce378f-e5a4-483b-a383-889adb2c6ac8,settle-pay_b4323070-a23d-4c2f-82a7-96891933918c,ORD00430,CUST0114,47532.7,950.65,171.12,46410.93,2026-05-23 20:28:44,settled
SET_53f30073-83e9-4ef4-ad7d-f5d0d3b59af7,pay_2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,ORD00431,CUST0026,49048.29,980.97,176.57,47890.75,2026-05-24 15:48:35,settled
SET_186b2880-ab54-4a15-a69d-01ff1634725b,pay_0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,ORD00432,CUST0140,45094.64,901.89,162.34,44030.41,2026-05-22 07:04:57,settled
SET_7a3a6e96-23ff-43d3-bb4f-b88a2f4dd219,pay_0e5dd462-cbd0-4ef2-930a-37df0bc61066,ORD00433,CUST0016,19967.17,399.34,71.88,19345.95,2026-03-17 17:08:38,settled
SET_01bf9e73-3f80-4385-af92-40b652d78f10,pay_6e417d47-5ff5-45ea-9bc4-40f14b1a269b,ORD00434,CUST0248,6195.77,123.92,22.31,6049.54,2026-06-27 14:16:23,settled
SET_546252e7-f43b-4052-8459-bd6ec0f63229,pay_2e183554-cae2-4e66-ae8a-781390e0a95b,ORD00436,CUST0249,1165.74,23.31,4.2,1138.23,2026-05-13 12:31:50,settled
SET_92a81713-b90e-444b-951c-25d54d4c5280,pay_9c07a751-1437-4509-acd1-586a2b840c67,ORD00437,CUST0063,49442.16,988.84,177.99,48275.33,2026-08-11 06:14:53,settled
SET_5c0b9b10-a757-4b10-82f5-25b902ed73ce,pay_aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,ORD00438,CUST0053,3523.65,70.47,12.68,3440.5,2026-08-07 05:35:27,settled
SET_aaf407f7-0fe7-4149-bc7e-5368b1594847,pay_9549c931-e9af-499d-bf67-1eec3da70577,ORD00439,CUST0054,29360.52,587.21,105.7,28667.61,2026-04-03 11:42:18,settled
SET_28e333b6-4e8a-4c4b-b724-20411e43fbd2,pay_a34db7c5-760d-4bbb-bb70-b3a124a35cf2,ORD00440,CUST0085,38740.99,774.82,139.47,37676.7,2026-08-22 10:57:05,settled
SET_ec50ace4-80a5-4e65-afa2-855967c96204,pay_aab612c9-415d-474a-b5a6-69814104a8b5,ORD00441,CUST0001,13936.01,278.72,50.17,13607.12,2026-02-28 04:35:22,settled
SET_c5144d98-b41c-404f-a346-f415e5267a2b,pay_771ad655-cdfc-4ee0-a61e-de900267deb3,ORD00442,CUST0034,27056.75,541.13,97.4,26418.22,2026-03-11 18:25:51,settled
SET_a38295d3-1e0e-4546-b0b6-dedf4f9c4027,pay_8beddb12-ad77-482f-89a2-3a89e6b5a92c-SET,ord00443,CUST0029,33086.78,661.74,119.11,32305.93,2026-01-13 00:17:18,settled
SET_5e175b66-4b87-459f-b0cd-7f05ea87855e,pay_f1faf665-7115-43f3-92e8-9d1028711733,ORD00444,CUST0034,841.53,16.83,3.03,821.67,2026-04-05 09:40:59,settled
SET_f5159494-3818-4fd3-b889-936a9d5817e8,pay_4c955f6a-966b-4964-bcd6-bdca5876fd09,ORD00445,CUST0151,16256.2,325.12,58.52,15722.56,2026-03-10 16:05:32,settled
SET_74797b61-2737-4b52-ba6a-210722319050,pay_b0b862ef-6c9f-42b9-b647-8986a3917c99-SET,ORD00446,CUST0068,2714.71,54.29,9.77,2650.65,2026-06-16 11:38:12,settled
SET_5fa5e0aa-9b11-4530-bd24-7c11bf6b8cdf,pay_4d57d880-d865-469a-b4f3-310340066ff2,ORD00447,CUST0135,5771.1,115.42,20.78,5634.9,2026-01-28 16:24:13,settled
SET_e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,pay_da743152-627b-41a1-bfd6-f23232ffe294,ORD00448,CUST0122,22468.93,449.38,80.89,21938.66,2026-05-24 14:26:52,settled
SET_cd4f8b2b-899a-4252-81e1-b94a78883058,pay_61a11729-3cb9-4350-9b4d-a0fe7bb38605,ORD 00449,CUST0132,29723.93,594.48,107.01,29022.44,2026-06-26 12:59:45,settled
SET_c3093b6e-37e9-42e2-935a-c07aaa0217d0,pay_4bbe4aff-9326-4ffd-9be4-bf5192698698,ORD00450,CUST0129,11155.33,223.11,40.16,10892.06,2026-08-30 21:12:40,settled
SET_98874bfe-c136-4c65-ae2a-e3413f59e4f2,pay_059dd55d-4b94-4e30-b303-f438fe2110d0,ORD-00451,CUST0012,36389.43,727.79,131.0,35530.64,2026-07-24 12:16:39,settled
SET_86879aa9-14f5-43d0-8991-2032df85c777,pay_f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,ORD00452,CUST0078,22956.32,459.13,82.64,22414.55,2026-01-14 02:20:42,settled
SET_1cb9b73a-906d-4c8c-aad0-8c8913fe8a29,pay_f93e08d5-bea2-4dfe-873f-6e1baf908e3c,ORD00454,CUST0110,34336.27,686.73,123.61,33525.93,2026-07-13 09:38:12,settled
SET_e723ada3-8c32-4db2-942a-895e0fcf601f,pay_bec39a37-9b3d-44bd-a91e-314e0c8e29e3,ORD00455,CUST0183,45494.07,909.88,163.78,44270.41,2026-01-31 12:58:59,settled
SET_89628f6e-929c-43b3-b3c0-8bf18167999f,pay_e726be23-e776-4886-9534-ee1d7f2984f5,ORD00456,CUST0231,4131.44,82.63,14.87,4033.94,2026-08-28 05:44:34,settled
SET_dabf984e-53ff-4461-aa1f-1b61265cb9d9,pay_3ae909fe-cc82-48da-8696-f5e64944051b,ORD00457,CUST0038,3377.54,67.55,12.16,3297.83,2026-04-18 19:20:05,settled
SET_ae27d432-1dc1-47eb-b11c-767385351a69,pay_3810ae66-5a31-44cc-8d4b-69a99b689c88,ORD00458,CUST0160,31690.53,633.81,114.09,30942.63,2026-08-04 23:03:08,settled
SET_7d23d479-9549-4a82-b787-ef8d3495311e,pay_402913ec-9ef2-493e-b0ac-7d7ba2f963a3,ORD00459,CUST0183,16326.75,326.54,58.78,15791.43,2026-08-22 00:05:44,settled
SET_720b274b-82a7-4586-a61d-9cde1747f387,pay_c478f6f1-b88e-4318-816d-83edad81f8bd,ORD00460,CUST0136,14815.4,296.31,53.34,14465.75,2026-07-17 08:04:39,settled
SET_21c71aa3-7414-43b5-8e3e-25f2cf0671c7,pay_2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,ORD00461,CUST0155,21566.95,431.34,77.64,20907.97,2026-02-15 10:24:59,settled
SET_905c7bdd-74f0-4eae-aa59-43ce836435e3,pay_a0a11839-e745-4704-98df-bc3ca0d4de3d,ORD00462,CUST0219,32770.18,655.4,117.97,31846.81,2026-08-05 02:49:00,settled
SET_ac3a812f-765e-4cb5-8f0d-55400ec7d662,pay_c9e26074-4f16-49a0-8a17-991ea5769411,ORD00463,CUST0185,43288.07,865.76,155.84,42266.47,2026-06-19 00:32:32,settled
SET_00c59f30-d103-4424-8124-1bb4655ce508,pay_e8dd5e5a-1712-4b16-a1a4-344fbb7bee03-SET,ORD00465,CUST0087,41388.22,827.76,149.0,40411.46,2026-06-07 20:26:04,settled
SET_12b2102d-940c-4503-b7c8-6152beed0af9,pay_6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc-SET,ORD00466,CUST0107,36507.66,730.15,131.43,35646.08,2026-05-05 09:09:42,settled
SET_b34c6c73-5833-4b30-ac77-6e950b981ccd,pay_c958e75e-21d5-4971-b367-49b52cf6bf75,ORD 00467,CUST0110,15694.93,313.9,56.5,15324.53,2026-04-11 23:44:42,settled
SET_0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,pay_5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,ORD00468,CUST0096,47684.27,953.69,171.66,46558.92,2026-07-07 04:29:49,settled
SET_fc737d92-11ab-4d11-a4eb-8000ef40d162,,ORD00469,CUST0018,4652.12,93.04,16.75,4542.33,2026-02-05 03:39:12,settled
SET_497ec6d1-081f-46dc-b8d9-a88aef0bea4f,pay_e9ff1cae-41c8-4a8c-aa1f-955ad499da99,ORD 00470,CUST0024,21650.64,433.01,77.94,21139.69,2026-05-26 17:19:13,settled
SET_22ab7752-c4db-4a62-ae13-418d68ab80ea,pay_f7a67b94-7b5a-411a-b1b6-4afed31edf1a,ORD00471,CUST0208,6592.76,131.86,23.73,6287.17,2026-01-25 07:03:47,settled
SET_72d35458-61ea-4f30-a42e-707afe2bd987,pay_c1101266-2408-46dc-9346-d1a9f6802cdb,ORD00474,CUST0091,43693.01,873.86,157.29,42511.86,2026-06-15 06:03:25,settled
SET_60a399d4-e821-4716-aac8-0da1de9f6f5b,pay_ad238d36-dc32-4c97-b9c1-e262f76c8ede,ORD00475,CUST0223,45800.6,916.01,164.88,44719.71,2026-01-22 23:30:43,settled
SET_f6d22a7b-aec7-4a82-948b-4376602a4e57,pay_65bcc272-fadd-4ea3-aca5-e2fdb966442a,ORD00476,CUST0248,14452.71,289.05,52.03,13961.63,2026-05-03 08:14:05,settled
SET_220b9ea9-8a0f-4508-9fe2-c0a0a96b3c42,pay_8eac0a33-cdf9-44a7-9882-b5c1f79efd70,ORD00477,CUST0091,5269.67,105.39,18.97,5145.31,2026-07-20 01:25:39,settled
SET_1e5ebe54-5907-4299-9c3b-bdd8a74e02a9,pay_6502d6a2-ca6a-4224-971e-16cc5da36f1b,ORD00478,CUST0055,7821.04,156.42,28.16,7636.46,2026-07-08 06:19:51,settled
SET_649f7d88-8989-45ab-be2b-34d82db0728d,pay_bf85bf0e-ad64-456c-a10f-aa3ff0bbac67,ORD00479,CUST0058,42379.01,847.58,152.56,41378.87,2026-05-17 23:17:56,settled
SET_fa8dae42-ba54-4920-a099-d18087623997,settle-pay_bfbf397b-ac3e-4b0d-9e5b-a13d746cdb77,ORD00480,CUST0217,27857.65,557.15,100.29,27200.21,2026-02-17 14:48:31,settled
SET_c194f97f-00e3-4026-95b6-de85390239d9,pay_618ae305-95a5-4afa-831d-029fac1e86d8,ORD00481,CUST0196,14000.55,280.01,50.4,13670.14,2026-03-31 19:57:19,settled
SET_76876c62-4c61-445e-ba7e-5d9405d1fb63,pay_5f18e583-f0b6-483f-a377-f6f1d289f0ab,ORD00482,CUST0207,21512.71,430.25,77.44,21005.02,2026-08-09 20:34:45,settled
SET_6c93a791-8b60-4511-b816-8aebac6a7c85,pay_78b2b549-3bdb-409e-acc2-16a01bbc91f7,ORD00483,CUST0250,38394.88,767.9,138.22,37488.76,2026-09-09 10:53:09,settled
SET_3acb43a3-d2c7-4ffb-a118-433b882ccd1e,pay_f1738856-e25d-46eb-9e9a-9f83066803ee,ORD00484,CUST0158,33781.34,675.63,121.61,32984.1,2026-08-06 05:11:26,settled
SET_27b608dc-589d-4cb0-b5eb-89c23f5cf2f3,pay_9c2e58de-ea4e-4617-93f8-382b8fb864e4,ORD00485,CUST0007,30488.85,609.78,109.76,29769.31,2026-04-15 20:47:36,settled
SET_e00da49d-effa-4002-b040-413c4690fb15,pay_a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,ord00486,CUST0008,9102.76,182.06,32.77,8887.93,2026-05-01 23:56:45,settled
SET_083f64c3-1ce3-42f8-83f7-25feb99b2b5a,pay_b379cb1e-e8cd-40cc-b6da-3ca0d2e82f38,ORD00487,CUST0236,17057.25,341.14,61.41,16654.7,2026-01-04 08:54:36,settled
SET_9d6b9b62-6b53-4a19-a902-b73fcf39f648,pay_1dde7969-6886-43db-a634-8e784d5c55c7,ORD00488,CUST0047,43506.15,870.12,156.62,42479.41,2026-08-11 22:29:42,settled
SET_e39836bb-e23d-4faa-afad-49e9c41c147e,pay_0986bbeb-f23e-423d-8b9b-d93423c86d30,ORD00489,CUST0169,20099.14,401.98,72.36,19624.8,2026-03-07 02:22:03,settled
SET_1139fa12-34c1-43ea-bd9c-4e6404015ced,pay_4767d76c-162f-4a24-af43-613cd4aac9a3,ORD00490,CUST0190,31695.28,633.91,114.1,30947.27,2026-01-14 21:44:41,settled
SET_7249f62c-0898-4462-980c-b95c19d45deb,pay_899ca782-e323-4d1a-bc1b-dacc18e19331,ORD00491,CUST0024,37330.98,746.62,134.39,36449.97,2026-03-28 13:11:01,settled
SET_df495037-b40a-4181-ac09-bdb799086e47,pay_5efa9c5b-7421-4f46-a37e-4b0122bae10e,ORD00492,CUST0097,21049.64,420.99,75.78,20552.87,2026-05-16 09:22:51,settled
SET_0b531932-bd94-49aa-bea6-e5b20c760d28,pay_7746d0ba-8ae8-405b-94b4-a48268586eba,ORD00493,CUST0041,18565.65,371.31,66.84,18127.5,2026-05-09 23:28:03,settled
SET_8a2db2e6-3bfd-48a6-b05f-ddf566fadca0,pay_965befdf-6b4b-4411-8a4a-0e2df22b5b98,ORD00494,CUST0199,47076.23,941.52,169.47,45965.24,2026-08-21 13:12:30,settled
SET_c6ac1b04-dd1d-4cd1-811f-6bf5379ef467,pay_e2aa7a5d-278e-400d-ba02-66efbe055787,ORD00495,CUST0022,44178.78,883.58,159.04,43136.16,2026-03-03 10:06:35,settled
SET_fe54ee4b-80ff-4173-a3df-ecd70e731dd7,pay_d56ce8ea-1959-4b5a-a7a8-f6366a35df59,ORD00496,CUST0041,37746.35,754.93,135.89,36855.53,2026-01-23 07:49:12,settled
SET_ea98fef8-d0d7-4e37-bbf2-025f4a0d2b73,pay_f065c817-687a-4850-9d9b-62317d45d8ef,ORD00497,CUST0173,4170.92,83.42,15.02,4072.48,2026-06-23 02:06:44,settled
SET_93d563ae-51a3-4c26-937b-f79bbb44badc,pay_b0b63bcf-0860-4833-879d-0cdaf396ea37,ORD00498,CUST0170,21258.34,425.17,76.53,20756.64,2026-08-26 18:21:30,settled
SET_d18183d1-ac2b-4cfc-85c5-1060991121e7,pay_71d79665-7181-4dcf-b79e-fc6e5edb0d3c,ORD00499,CUST0114,20767.77,415.36,74.76,20127.65,2026-03-27 17:14:54,settled
SET_DUP_8570b59f-a903-4e67-bc56-8b5324acb722,pay_e2acf72f-9e57-4f7a-a0ee-89aed453dd32,ORD00019,CUST0050,35258.13,705.16,126.93,34426.04,2026-01-20 19:06:51,settled
SET_DUP_46707cd6-4ced-4164-a9df-14e9389641dd,pay_0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,ORD00033,CUST0227,45735.92,914.72,164.65,44656.55,2026-07-01 04:48:33,settled
SET_DUP_97777f10-f2d2-493f-8e85-140d0f9aeb70,pay_98ae4334-6c12-4ce8-ae34-0454cac5b68c,ORD00047,CUST0001,47695.41,953.91,171.7,46569.8,2026-04-16 06:57:49,settled
SET_DUP_2cd58759-e95d-4761-bc36-dc59e134edfc,pay_f143262f-dc5c-4eed-8da0-365bf89897b9,ORD00050,CUST0216,31983.58,639.67,115.14,31228.77,2026-08-26 12:00:49,settled
SET_DUP_8e4c3ab5-6d5d-4477-adc2-9178a0411612,pay_5fb8d16c-2720-497d-b2eb-d6899be578c7,ORD00060,CUST0243,27535.2,550.7,99.13,26885.37,2026-04-15 22:30:24,settled
SET_DUP_582b91ee-f8e8-435b-8c00-988a7ee1011a,pay_e0ccedc5-f05d-476e-9a84-a51aa9d3d7c7,ORD00137,CUST0192,7812.21,156.24,28.12,7627.85,2026-04-03 22:33:06,settled
SET_DUP_61935990-abdd-4a8f-a4b0-5c89f10bce9c,pay_5380b904-688c-4015-aab9-7e494f2d4796,ORD00192,CUST0116,13033.66,260.67,46.92,12726.07,2026-04-10 00:26:28,settled
SET_DUP_b2414482-5198-44d8-8643-3603c92a7d7c,pay_9b4e2c24-9479-41e6-8927-7d9b6e0d2648,ORD00199,CUST0181,10776.25,215.53,38.8,10521.92,2026-06-12 02:50:56,settled
SET_DUP_4cc57e0d-2633-4018-a883-ac6e6a944054,pay_f5b78cc7-e6b3-4944-8b32-3e357922bac2,ORD00202,CUST0100,45251.44,905.03,162.91,44183.5,2026-08-16 20:00:52,settled
SET_DUP_89b5aab0-c121-49db-af12-b150605fb1eb,pay_e49d681d-51d8-4c64-95fa-1ab8458f1f19,ORD00232,CUST0148,33899.63,677.99,122.04,33099.6,2026-05-28 18:06:51,settled
SET_DUP_39b02e2a-d96e-484f-bdb0-174e7938878a,pay_6db99102-a48b-4dbe-957d-94a106f028ff,ORD00253,CUST0125,10684.78,213.7,38.47,10432.61,2026-04-14 08:01:08,settled
SET_DUP_24f43c62-b523-40de-9b87-d29c4cfd0fc1,pay_4767d76c-162f-4a24-af43-613cd4aac9a3,ORD00292,CUST0157,48009.43,960.19,172.83,46876.41,2026-02-11 12:55:26,settled
SET_DUP_0ec0713d-ea2c-4a51-b688-d11fce4758be,pay_43b9da13-ec85-4f37-bbc1-a987aff8754d,ORD00347,CUST0186,14997.94,299.96,53.99,14643.99,2026-08-19 22:39:21,settled
SET_DUP_6aa0426d-f7c0-45f7-a9a5-3b4f8ff8869d,pay_9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,ORD00353,CUST0179,12016.4,240.33,43.26,11732.81,2026-05-30 17:32:49,settled
SET_DUP_636f6e5c-2253-4706-87ad-8b268eaa5841,pay_bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,ORD00359,CUST0129,48271.14,965.42,173.78,47131.94,2026-05-12 22:24:53,settled
SET_DUP_548c1d84-340d-4049-8147-65063e2bf9c9,pay_9c07a751-1437-4509-acd1-586a2b840c67,ORD00437,CUST0063,49442.16,988.84,177.99,48275.33,2026-08-11 06:14:53,settled
SET_DUP_73253aa3-ec17-4298-943d-f5b3a58e83dd,pay_059dd55d-4b94-4e30-b303-f438fe2110d0,ORD-00451,CUST0012,36389.43,727.79,131.0,35530.64,2026-07-24 12:16:39,settled
SET_DUP_891f6912-17ab-4863-9efe-ef4fd8ddbbc0,pay_e726be23-e776-4886-9534-ee1d7f2984f5,ORD00456,CUST0231,4131.44,82.63,14.87,4033.94,2026-08-28 05:44:34,settled
SET_DUP_0d31812e-30c3-4756-9453-f867b97e6224,pay_4767d76c-162f-4a24-af43-613cd4aac9a3,ORD00490,CUST0190,31695.28,633.91,114.1,30947.27,2026-01-14 21:44:41,settled
SET_DUP_9adf4709-ac75-4344-a08e-149e44b9e602,pay_b0b63bcf-0860-4833-879d-0cdaf396ea37,ORD00498,CUST0170,21258.34,425.17,76.53,20756.64,2026-08-26 18:21:30,settled
